feature.id,IndividID,SampleDate,AgeAtSampling,Condition_weight,SocialStatus,HoursAfterSunrise,month,Season,Rainfall,Max_temp
Feature269,ID 44,14/12/2006,1116,182.8627856,Dominant,13.02,12,WET,0.3152,34.98633333
Feature270,ID 44,14/12/2006,1116,182.8627856,Dominant,14.07,12,WET,0.3152,34.98633333
Feature271,ID 73,15/12/2006,389,-43.07542249,Subordinate,12.59833333,12,WET,0.3152,34.604
Feature272,ID 86,17/12/2006,469,-62.55734158,Subordinate,3.537222222,12,WET,0.3152,34.308
Feature273,ID 112,19/12/2006,297,-68.81072659,Subordinate,2.924444444,12,WET,0.3152,34.61866667
Feature274,ID 91,19/12/2006,232,-20.6477601,Subordinate,1.724444444,12,WET,0.3152,34.61866667
Feature275,ID 77,19/12/2006,232,-8.962025371,Subordinate,1.857777778,12,WET,0.3152,34.61866667
Feature276,ID 98,19/12/2006,479,-45.49472984,Subordinate,3.174444444,12,WET,0.3152,34.61866667
Feature277,ID 19,21/12/2006,381,-18.21483926,Subordinate,12.71027778,12,WET,0.3152,34.61433333
Feature278,ID 13,21/12/2006,381,-15.39788433,Subordinate,13.19361111,12,WET,0.3152,34.61433333
Feature279,ID 17,21/12/2006,834,20.00092416,Subordinate,13.34361111,12,WET,0.3152,34.61433333
Feature280,ID 28,21/12/2006,464,11.93856401,Subordinate,12.92694444,12,WET,0.3152,34.61433333
Feature281,ID 22,21/12/2006,464,-29.97407761,Subordinate,13.79361111,12,WET,0.3152,34.61433333
Feature282,ID 44,21/12/2006,1123,186.6731482,Dominant,13.79361111,12,WET,0.3152,34.61433333
Feature283,ID 27,22/12/2006,690,-68.97104955,Subordinate,4.719444444,12,WET,0.341866667,34.55433333
Feature284,ID 103,23/12/2006,1034,-14.94098072,Subordinate,8.628055556,12,WET,0.341866667,34.497
Feature285,ID 11,24/12/2006,668,124.8814965,Subordinate,12.58638889,12,WET,0.3,34.61966667
Feature286,ID 104,25/12/2006,1020,-61.2242584,Subordinate,1.311111111,12,WET,0.3276,34.766
Feature287,ID 106,28/12/2006,808,-1.464779593,Subordinate,2.216666667,12,WET,0.4104,34.40833333
Feature288,ID 107,28/12/2006,808,-19.9885118,Subordinate,2.233333333,12,WET,0.4104,34.40833333
Feature289,ID 76,31/12/2006,320,-10.76361029,Subordinate,3.053055556,12,WET,0.411333333,34.153
Feature290,ID 37,3/01/2007,1500,10.85712531,Subordinate,12.82027778,1,WET,0.404666667,33.67633333
Feature291,ID 1,25/03/1998,812,-72.48463071,Subordinate,2.51,3,WET,2.74,32.95333333
Feature292,ID 110,5/01/2007,419,6.240160762,Subordinate,2.830555556,1,WET,0.404666667,33.943
Feature293,ID 23,6/01/2007,401,61.31973509,Subordinate,2.535555556,1,WET,0.578,33.98633333
Feature294,ID 8,6/01/2007,2280,-15.24419691,Subordinate,2.535555556,1,WET,0.578,33.98633333
Feature295,ID 113,7/01/2007,316,-25.06950856,Subordinate,2.34,1,WET,0.371333333,33.88633333
Feature296,ID 113,10/01/2007,319,-14.39051762,Subordinate,3.686388889,1,WET,0.384666667,35.85766667
Feature297,ID 97,10/01/2007,686,-22.27489952,Subordinate,3.936388889,1,WET,0.384666667,35.85766667
Feature298,ID 87,12/01/2007,495,-29.74106234,Subordinate,13.1775,1,WET,0.398,35.91933333
Feature299,ID 85,14/01/2007,497,-49.358196,Subordinate,2.368055556,1,WET,0.398,36.41733333
Feature300,ID 90,18/01/2007,262,-16.12408916,Subordinate,2.331666667,1,WET,0.398,36.917
Feature301,ID 51,30/01/2007,1603,-6.255152678,Subordinate,1.485,1,WET,0.5,36.23666667
Feature302,ID 5,31/01/2007,2637,-60.45587858,Subordinate,12.37166667,1,WET,0.5,36.43666667
Feature303,ID 72,31/01/2007,436,-10.72812488,Subordinate,12.205,1,WET,0.5,36.43666667
Feature304,ID 34,2/02/2007,41,-61.80872602,Subordinate,1.661666667,2,WET,0.5,36.53333333
Feature305,ID 26,2/02/2007,41,-98.08498188,Subordinate,12.845,2,WET,0.5,36.53333333
Feature306,ID 27,2/02/2007,732,-52.40788641,Subordinate,13.11166667,2,WET,0.5,36.53333333
Feature307,ID 8,6/02/2007,2311,-16.14210933,Subordinate,12.77555556,2,WET,0.326666667,36.68
Feature308,ID 67,7/02/2007,1083,4.057687562,Subordinate,1.912777778,2,WET,0.34,36.81
Feature309,ID 16,14/02/2007,185,32.45038759,Subordinate,12.07527778,2,WET,0.333333333,37.48333333
Feature310,ID 109,15/02/2007,537,-23.98108516,Subordinate,12.21333333,2,WET,0.346666667,37.56666667
Feature311,ID 101,15/02/2007,355,17.89702771,Subordinate,12.58,2,WET,0.346666667,37.56666667
Feature312,ID 110,16/02/2007,461,33.95541722,Subordinate,4.068055556,2,WET,0.493333333,37.55333333
Feature313,ID 94,16/02/2007,1089,-46.16241534,Subordinate,4.034722222,2,WET,0.493333333,37.55333333
Feature314,ID 99,9/09/2006,378,-30.61591185,Subordinate,2.603611111,9,DRY,0.0054,28.449
Feature315,ID 101,21/02/2007,361,-14.54874162,Subordinate,3.144166667,2,WET,0.493333333,36.13
Feature316,ID 33,28/02/2007,67,-2.964434918,Subordinate,2.269444444,2,WET,0.24,36.99666667
Feature317,ID 98,8/03/2007,558,-53.0349911,Dominant,11.24194444,3,WET,0.259533333,35.88666667
Feature318,ID 21,13/03/2007,212,-33.23980667,Subordinate,11.71333333,3,WET,0.632866667,34.83333333
Feature319,ID 19,13/03/2007,463,-90.47351756,Subordinate,12.29666667,3,WET,0.632866667,34.83333333
Feature320,ID 51,13/03/2007,1645,-48.87565565,Subordinate,12.34666667,3,WET,0.632866667,34.83333333
Feature321,ID 31,15/03/2007,216,6.726895443,Subordinate,1.462777778,3,WET,0.799533333,34.46666667
Feature322,ID 29,15/03/2007,469,-15.92715843,Subordinate,2.146111111,3,WET,0.799533333,34.46666667
Feature323,ID 32,15/03/2007,216,30.01716175,Subordinate,4.362777778,3,WET,0.799533333,34.46666667
Feature324,ID 13,16/03/2007,466,-71.82505105,Subordinate,1.470833333,3,WET,0.799533333,34.21666667
Feature325,ID 102,16/03/2007,1117,1.9225709,Subordinate,1.504166667,3,WET,0.799533333,34.21666667
Feature326,ID 113,18/03/2007,386,-59.881641,Subordinate,1.437222222,3,WET,0.639533333,33.79333333
Feature327,ID 96,15/03/2007,909,-50.61155551,Subordinate,11.31277778,3,WET,0.799533333,34.46666667
Feature328,ID 73,18/03/2007,482,-31.89048166,Subordinate,11.15388889,3,WET,0.639533333,33.79333333
Feature329,ID 77,18/03/2007,321,-68.62857707,Subordinate,11.17055556,3,WET,0.639533333,33.79333333
Feature330,ID 83,18/03/2007,739,-74.10065986,Subordinate,11.55388889,3,WET,0.639533333,33.79333333
Feature331,ID 86,18/03/2007,560,-39.58669179,Subordinate,11.55388889,3,WET,0.639533333,33.79333333
Feature332,ID 70,18/03/2007,3099,95.53704828,Subordinate,11.55388889,3,WET,0.639533333,33.79333333
Feature333,ID 72,18/03/2007,482,-53.69611189,Subordinate,11.58722222,3,WET,0.639533333,33.79333333
Feature334,ID 76,18/03/2007,397,-36.94343208,Subordinate,11.60388889,3,WET,0.639533333,33.79333333
Feature335,ID 74,18/03/2007,397,-31.87579078,Subordinate,11.62055556,3,WET,0.639533333,33.79333333
Feature336,ID 12,29/01/2007,704,-30.1524263,Subordinate,11.06527778,1,WET,0.5,36.30333333
Feature337,ID 99,10/03/2007,560,-136.8888132,Dominant,3.590277778,3,WET,0.2462,35.50333333
Feature338,ID 15,9/12/2006,118,13.66375103,Subordinate,3.1225,12,WET,0.281866667,37.00433333
Feature339,ID 105,1/02/2007,867,-7.786860158,Subordinate,4.508333333,1,WET,0.5,36.43333333
Feature340,ID 67,4/10/2006,957,11.04885519,Subordinate,11.16416667,10,WET,1.64,32.019
Feature341,ID 20,9/12/2006,287,22.04376127,Subordinate,2.789166667,12,WET,0.281866667,37.00433333
Feature342,ID 111,1/02/2007,367,-40.53990587,Subordinate,1.875,1,WET,0.5,36.43333333
Feature343,ID 96,8/12/2006,812,-74.93699675,Subordinate,3.225,12,WET,0.281866667,37.305
Feature344,ID 20,23/04/2006,57,-77.36794597,Subordinate,10.52166667,4,WET,1.1271,25.83666667
Feature345,ID 115,23/02/2007,24,-93.95127986,Subordinate,1.822222222,2,WET,0.26,35.79666667
Feature346,ID 20,24/03/2007,392,-75.57530537,Subordinate,10.92083333,3,WET,0.972866667,34.21
Feature347,ID 15,25/03/2007,224,-16.23110122,Dominant,3.896111111,3,WET,1.019533333,34.09
Feature348,ID 93,25/03/2007,1204,-64.66867019,Dominant,1.296111111,3,WET,1.019533333,34.09
Feature349,ID 105,25/03/2007,919,-35.48845133,Subordinate,4.246111111,3,WET,1.019533333,34.09
Feature350,ID 26,27/03/2007,94,-25.62721765,Subordinate,3.646666667,3,WET,1.0062,33.77333333
Feature351,ID 75,27/03/2007,406,-56.99585501,Subordinate,2.596666667,3,WET,1.0062,33.77333333
Feature352,ID 88,27/03/2007,406,-48.21950172,Subordinate,2.63,3,WET,1.0062,33.77333333
Feature353,ID 23,28/03/2007,482,-42.13608858,Subordinate,11.15527778,3,WET,1.0062,33.42333333
Feature354,ID 24,28/03/2007,229,14.70326519,Subordinate,11.52194444,3,WET,1.0062,33.42333333
Feature355,ID 89,30/03/2007,409,-31.3858645,Subordinate,1.9225,3,WET,1.0062,32.89
Feature356,ID 78,30/03/2007,333,26.97197507,Subordinate,2.355833333,3,WET,1.0062,32.89
Feature357,ID 87,30/03/2007,572,-28.38005689,Subordinate,2.555833333,3,WET,1.0062,32.89
Feature358,ID 91,30/03/2007,333,-8.532210873,Subordinate,2.605833333,3,WET,1.0062,32.89
Feature359,ID 22,1/04/2007,565,-11.17808645,Subordinate,3.256666667,3,WET,0.986666667,32.59666667
Feature360,ID 44,6/04/2007,1229,-73.10309472,Dominant,11.08305556,4,WET,1.066666667,32.22333333
Feature361,ID 107,7/04/2007,908,-32.21647485,Subordinate,0.741666667,4,WET,1.066666667,32.19666667
Feature362,ID 45,10/04/2007,1233,-63.42002708,Subordinate,11.38388889,4,WET,1.02,31.94666667
Feature363,ID 104,11/04/2007,1127,10.27981924,Subordinate,10.20916667,4,WET,1.02,31.9
Feature364,ID 109,11/04/2007,592,-86.82361466,Subordinate,10.90916667,4,WET,1.02,31.9
Feature365,ID 100,12/04/2007,411,-88.71904437,Subordinate,4.150833333,4,WET,0.686666667,31.45666667
Feature366,ID 109,13/04/2007,594,-69.81808253,Subordinate,2.9925,4,WET,0.686666667,30.93666667
Feature367,ID 18,13/04/2007,494,-50.95023161,Subordinate,4.025833333,4,WET,0.686666667,30.93666667
Feature368,ID 71,13/04/2007,847,7.945851215,Subordinate,3.109166667,4,WET,0.686666667,30.93666667
Feature369,ID 103,13/04/2007,1145,-17.48589291,Subordinate,11.12583333,4,WET,0.686666667,30.93666667
Feature370,ID 28,14/04/2007,578,-9.377617486,Subordinate,3.934166667,4,WET,0.52,30.49333333
Feature371,ID 33,14/04/2007,112,9.085146448,Subordinate,4.050833333,4,WET,0.52,30.49333333
Feature372,ID 34,13/04/2007,111,25.86967255,Subordinate,11.17583333,4,WET,0.686666667,30.93666667
Feature373,ID 53,14/04/2007,1586,-65.11405271,Subordinate,5.350833333,4,WET,0.52,30.49333333
Feature374,ID 11,15/04/2007,780,-68.64121534,Subordinate,11.17583333,4,WET,0.52,30.27666667
Feature375,ID 84,17/04/2007,769,-55.88117932,Subordinate,3.275555556,4,WET,0.52,30.09
Feature376,ID 17,20/04/2007,954,32.57272559,Subordinate,0.95,4,WET,0.52,29.85666667
Feature377,ID 14,20/04/2007,419,-29.6449245,Subordinate,4.016666667,4,WET,0.52,29.85666667
Feature378,ID 37,23/04/2007,1610,-82.01087953,Subordinate,10.59055556,4,WET,0.186666667,29.47333333
Feature379,ID 48,25/04/2007,773,-58.11331554,Subordinate,4.639444444,4,WET,0.14,29.37
Feature380,ID 90,26/04/2007,360,9.087715035,Subordinate,3.580555556,4,WET,0.14,29.34666667
Feature381,ID 77,26/04/2007,360,-36.20174225,Subordinate,10.79722222,4,WET,0.14,29.34666667
Feature382,ID 12,27/04/2007,792,-43.77772071,Dominant,10.98833333,4,WET,0.14,29.39333333
Feature383,ID 18,29/04/2007,510,-30.60365721,Subordinate,3.470277778,4,WET,0.14,29.4
Feature384,ID 91,29/04/2007,363,22.05846696,Subordinate,3.803611111,4,WET,0.14,29.4
Feature385,ID 78,29/04/2007,363,11.5626529,Subordinate,4.353611111,4,WET,0.14,29.4
Feature386,ID 27,1/05/2007,820,16.39238386,Dominant,10.28527778,4,WET,0.14,28.81666667
Feature387,ID 111,4/05/2007,459,-60.12904343,Subordinate,1.924444444,5,DRY,0.113333333,28.80333333
Feature388,ID 84,5/05/2007,787,-18.56465501,Subordinate,2.081666667,5,DRY,0.113333333,28.38
Feature389,ID 85,5/05/2007,608,-13.32348814,Subordinate,4.265,5,DRY,0.113333333,28.38
Feature390,ID 112,6/05/2007,435,-35.5935778,Subordinate,9.905833333,5,DRY,0.06,27.67666667
Feature391,ID 15,10/05/2007,270,33.23899765,Subordinate,10.535,5,DRY,-8.49E-17,25.57
Feature392,ID 106,11/04/2007,912,12.22496618,Subordinate,10.5925,4,WET,1.02,31.9
Feature393,ID 95,11/04/2007,936,-34.38307328,Subordinate,10.6925,4,WET,1.02,31.9
Feature394,ID 21,11/05/2007,271,-17.34712749,Subordinate,9.858888889,5,DRY,-8.49E-17,25.31
Feature395,ID 76,12/05/2007,452,-38.23443214,Subordinate,3.932777778,5,DRY,-8.49E-17,25.45666667
Feature396,ID 31,13/05/2007,275,21.57990571,Subordinate,10.35666667,5,DRY,-8.49E-17,25.70333333
Feature397,ID 88,15/05/2007,455,7.458883598,Subordinate,9.921388889,5,DRY,-8.49E-17,25.98333333
Feature399,ID 60,23/05/2007,523,-82.40846748,Subordinate,5.9975,5,DRY,0.0418,23.9
Feature400,ID 89,23/05/2007,463,-28.70060159,Subordinate,9.7475,5,DRY,0.0418,23.9
Feature401,ID 61,26/05/2007,381,13.50792775,Subordinate,5.020833333,5,DRY,0.0418,22.91666667
Feature402,ID 94,1/06/2007,1194,-45.37923358,Dominant,2.736666667,5,DRY,0.0418,21.89
Feature403,ID 94,1/06/2007,1194,-45.37923358,Dominant,3.553333333,5,DRY,0.0418,21.89
Feature404,ID 115,27/05/2007,117,-39.95907053,Subordinate,1.461944444,5,DRY,0.0418,22.62333333
Feature405,ID 12,27/05/2007,822,-27.38535272,Subordinate,9.645277778,5,DRY,0.0418,22.62333333
Feature406,ID 113,29/05/2007,458,-63.66632695,Subordinate,2.778333333,5,DRY,0.0418,22.11333333
Feature407,ID 109,29/05/2007,640,-37.68389045,Subordinate,2.811666667,5,DRY,0.0418,22.11333333
Feature408,ID 19,2/06/2007,544,2.13199854,Dominant,1.178611111,6,DRY,0.0418,21.69333333
Feature409,ID 18,2/06/2007,544,31.97789679,Subordinate,5.045277778,6,DRY,0.0418,21.69333333
Feature410,ID 14,2/06/2007,462,-42.06921872,Subordinate,5.061944444,6,DRY,0.0418,21.69333333
Feature411,ID 16,3/06/2007,294,-15.53667013,Subordinate,4.4375,6,DRY,0.0418,21.49666667
Feature412,ID 60,9/06/2007,540,-96.69868221,Subordinate,5.893888889,6,DRY,0.0418,22.98666667
Feature414,ID 104,13/06/2007,1190,5.375087136,Subordinate,8.585277778,6,DRY,0.0418,22.23666667
Feature415,ID 30,14/06/2007,560,-16.42905698,Subordinate,8.913055556,6,DRY,0.0418,22.08333333
Feature416,ID 53,16/06/2007,1649,-69.93296558,Subordinate,7.985555556,6,DRY,0.04,21.75666667
Feature417,ID 22,17/06/2007,642,-24.69923251,Subordinate,9.713888889,6,DRY,0.04,21.58666667
Feature418,ID 25,17/06/2007,310,-50.09188356,Subordinate,9.847222222,6,DRY,0.04,21.58666667
Feature419,ID 13,19/06/2007,561,-65.47936099,Subordinate,3.138055556,6,DRY,-8.49E-17,21.28333333
Feature420,ID 10,19/06/2007,672,-39.4166227,Subordinate,8.054722222,6,DRY,-8.49E-17,21.28333333
Feature421,ID 66,20/06/2007,1677,-39.13467862,Dominant,9.233611111,6,DRY,-8.49E-17,21.38
Feature422,ID 98,21/06/2007,663,-58.78213511,Subordinate,9.329722222,6,DRY,-8.49E-17,21.55333333
Feature423,ID 66,21/06/2007,1678,-30.14706436,Dominant,9.879722222,6,DRY,-8.49E-17,21.55333333
Feature424,ID 32,21/06/2007,314,4.898282285,Subordinate,8.213055556,6,DRY,-8.49E-17,21.55333333
Feature425,ID 11,23/06/2007,849,-15.70421407,Subordinate,8.956111111,6,DRY,-8.49E-17,21.8
Feature426,ID 105,22/06/2007,1008,40.58890916,Subordinate,8.759444444,6,DRY,-8.49E-17,21.76333333
Feature427,ID 20,26/06/2007,486,-47.42886198,Subordinate,10.11444444,6,DRY,-8.49E-17,21.76333333
Feature428,ID 29,29/05/2007,544,-12.03731469,Subordinate,4.611666667,5,DRY,0.0418,22.11333333
Feature429,ID 115,27/06/2007,148,-54.69069517,Subordinate,4.328888889,6,DRY,-8.49E-17,21.74
Feature430,ID 34,29/06/2007,188,-0.41444138,Subordinate,9.125555556,6,DRY,-8.49E-17,21.65666667
Feature431,ID 33,29/06/2007,188,-43.34363266,Subordinate,9.575555556,6,DRY,-8.49E-17,21.65666667
Feature432,ID 26,30/06/2007,189,-53.91904559,Subordinate,9.790833333,6,DRY,-8.49E-17,21.73666667
Feature433,ID 72,5/07/2007,591,-65.50765656,Subordinate,9.539722222,7,DRY,-8.49E-17,21.85
Feature434,ID 75,5/07/2007,506,-45.60352541,Subordinate,9.539722222,7,DRY,-8.49E-17,21.85
Feature435,ID 86,5/07/2007,669,-36.73078775,Subordinate,9.539722222,7,DRY,-8.49E-17,21.85
Feature436,ID 74,6/07/2007,507,-43.47500594,Subordinate,9.007222222,7,DRY,-8.49E-17,22.00333333
Feature437,ID 87,6/07/2007,670,9.547002411,Subordinate,9.573888889,7,DRY,-8.49E-17,22.00333333
Feature438,ID 109,6/07/2007,678,-63.34744333,Subordinate,3.940555556,7,DRY,-8.49E-17,22.00333333
Feature439,ID 97,6/07/2007,863,-45.28010037,Subordinate,3.940555556,7,DRY,-8.49E-17,22.00333333
Feature440,ID 84,7/07/2007,850,-4.462181042,Subordinate,9.775,7,DRY,-8.49E-17,22.20666667
Feature441,ID 73,10/07/2007,596,-62.7776697,Subordinate,9.696944444,7,DRY,-8.49E-17,22.18
Feature442,ID 57,12/07/2007,573,-108.1787503,Subordinate,7.868888889,7,DRY,-8.49E-17,22.48333333
Feature443,ID 66,14/07/2007,1701,-97.08531504,Dominant,10.10888889,7,DRY,-8.49E-17,22.21
Feature444,ID 84,17/07/2007,860,9.338935076,Subordinate,2.055,7,DRY,-8.49E-17,22.57333333
Feature445,ID 110,17/07/2007,612,-70.57327505,Subordinate,10.03833333,7,DRY,-8.49E-17,22.57333333
Feature446,ID 56,19/07/2007,845,-90.54550566,Subordinate,5.481666667,7,DRY,-8.49E-17,23.02333333
Feature447,ID 64,19/07/2007,837,-106.2137344,Dominant,4.665,7,DRY,-8.49E-17,23.02333333
Feature449,ID 67,20/07/2007,1246,-94.28001873,Subordinate,8.654166667,7,DRY,-8.49E-17,23.11666667
Feature450,ID 66,21/07/2007,1708,-64.8720747,Dominant,3.176666667,7,DRY,-8.49E-17,23.24333333
Feature451,ID 67,21/07/2007,1247,-94.28001873,Subordinate,10.19333333,7,DRY,-8.49E-17,23.24333333
Feature452,ID 66,22/07/2007,1709,-64.8720747,Dominant,10.11638889,7,DRY,-8.49E-17,23.27
Feature454,ID 41,20/07/2007,714,-80.97238329,Dominant,8.804166667,7,DRY,-8.49E-17,23.11666667
Feature455,ID 84,26/07/2007,869,-54.17161503,Subordinate,3.411666667,7,DRY,-8.49E-17,23.46333333
Feature456,ID 100,28/07/2007,518,-147.6054878,Dominant,9.178055556,7,DRY,-8.49E-17,23.78
Feature457,ID 93,2/08/2007,1334,-47.69638154,Dominant,9.941388889,8,DRY,0.0012,23.53666667
Feature458,ID 107,2/08/2007,1025,-44.09071292,Subordinate,10.10805556,8,DRY,0.0012,23.53666667
Feature459,ID 78,3/08/2007,459,-32.94865132,Subordinate,2.668333333,8,DRY,0.0012,23.51333333
Feature460,ID 67,4/08/2007,1261,-101.5120794,Subordinate,3.878888889,8,DRY,0.0012,23.55
Feature461,ID 90,5/08/2007,461,-103.0521689,Subordinate,1.84,8,DRY,0.0012,23.64333333
Feature462,ID 37,5/08/2007,1714,-78.63471387,Subordinate,3.923333333,8,DRY,0.0012,23.64333333
Feature463,ID 68,7/08/2007,996,-125.5579544,Subordinate,6.129444444,8,DRY,0.0012,23.88666667
Feature464,ID 106,8/08/2007,1031,-67.2013163,Subordinate,3.957777778,8,DRY,0.0012,23.67
Feature465,ID 114,8/08/2007,339,-83.18087916,Subordinate,10.29111111,8,DRY,0.0012,23.67
Feature466,ID 70,9/08/2007,3243,-76.25742247,Dominant,10.23666667,8,DRY,0.0018,23.70666667
Feature467,ID 59,14/08/2007,606,-106.4173895,Subordinate,6.718333333,8,DRY,0.0018,24.80666667
Feature468,ID 62,14/08/2007,461,-75.81905439,Subordinate,7.901666667,8,DRY,0.0018,24.80666667
Feature469,ID 89,14/08/2007,546,-74.63125739,Subordinate,9.918333333,8,DRY,0.0018,24.80666667
Feature470,ID 67,16/08/2007,1273,-117.8351244,Subordinate,3.979722222,8,DRY,0.0018,25.06333333
Feature471,ID 65,16/08/2007,764,-80.20202851,Subordinate,5.513055556,8,DRY,0.0018,25.06333333
Feature472,ID 75,18/08/2007,550,-96.5288489,Subordinate,3.208611111,8,DRY,0.0018,25.56
Feature474,ID 73,18/08/2007,635,-70.33608666,Subordinate,3.241944444,8,DRY,0.0018,25.56
Feature475,ID 74,18/08/2007,550,-78.38377549,Subordinate,3.441944444,8,DRY,0.0018,25.56
Feature476,ID 115,18/08/2007,200,-74.82058018,Dominant,9.941944444,8,DRY,0.0018,25.56
Feature477,ID 101,19/08/2007,540,-120.3211592,Dominant,10.22361111,8,DRY,0.0018,26.06333333
Feature478,ID 72,23/08/2007,640,-83.84799199,Subordinate,4.251944444,8,DRY,0.0018,27.55333333
Feature479,ID 58,30/08/2007,1149,-51.54929928,Dominant,11.135,8,DRY,0.0006,29.03666667
Feature480,ID 84,4/09/2007,909,-41.19762988,Subordinate,2.006944444,9,DRY,0.0006,30.31666667
Feature481,ID 28,5/09/2007,722,-79.48174501,Subordinate,10.575,9,DRY,0.0006,30.48666667
Feature482,ID 30,7/09/2007,645,-94.61674305,Subordinate,1.795,9,DRY,0.0006,31.12
Feature483,ID 22,7/09/2007,724,-93.22394657,Dominant,2.961666667,9,DRY,0.0006,31.12
Feature484,ID 67,7/09/2007,1295,-85.09577407,Subordinate,3.461666667,9,DRY,0.0006,31.12
Feature485,ID 24,7/09/2007,392,-83.38325652,Subordinate,10.695,9,DRY,0.0006,31.12
Feature486,ID 27,9/09/2007,951,-65.39314048,Dominant,11.33222222,9,DRY,-8.49E-17,31.56333333
Feature487,ID 11,11/09/2007,929,14.93108832,Dominant,4.036388889,9,DRY,-8.49E-17,32.14
Feature488,ID 15,11/09/2007,394,-77.15467946,Dominant,4.253055556,9,DRY,-8.49E-17,32.14
Feature489,ID 93,11/09/2007,1374,-83.0976347,Dominant,2.903055556,9,DRY,-8.49E-17,32.14
Feature490,ID 102,11/09/2007,1296,-69.08154687,Subordinate,2.969722222,9,DRY,-8.49E-17,32.14
Feature491,ID 16,11/09/2007,394,-93.32171815,Subordinate,10.93638889,9,DRY,-8.49E-17,32.14
Feature492,ID 14,12/09/2007,564,-70.09524955,Subordinate,3.055277778,9,DRY,-8.49E-17,32.13
Feature493,ID 45,12/09/2007,1388,-141.7917469,Subordinate,3.038611111,9,DRY,-8.49E-17,32.13
Feature494,ID 86,18/09/2007,744,-101.2000945,Subordinate,3.87,9,DRY,0.413333333,31.62333333
Feature495,ID 25,20/09/2007,405,-115.5527441,Subordinate,4.075277778,9,DRY,0.413333333,31.41666667
Feature496,ID 23,20/09/2007,658,-100.1845396,Subordinate,10.99194444,9,DRY,0.413333333,31.41666667
Feature497,ID 26,21/09/2007,272,-122.593407,Subordinate,3.227777778,9,DRY,0.413333333,31.42333333
Feature498,ID 100,25/09/2007,577,-189.0298885,Dominant,12.005,9,DRY,0.413333333,30
Feature499,ID 34,26/09/2007,277,-61.10302422,Subordinate,3.490833333,9,DRY,0.413333333,29.77666667
Feature500,ID 54,26/09/2007,1058,-71.98785381,Subordinate,6.190833333,9,DRY,0.413333333,29.77666667
Feature501,ID 32,3/10/2007,418,-72.09639508,Subordinate,4.523888889,10,WET,0.513333333,30.68
Feature502,ID 29,7/10/2007,675,-31.85061396,Subordinate,2.598055556,10,WET,0.866666667,30.49
Feature503,ID 112,9/10/2007,591,-30.8283699,Dominant,4.101111111,10,WET,0.866666667,30.54
Feature504,ID 113,19/10/2007,601,-8.19863473,Subordinate,11.75527778,10,WET,1.973333333,30.95333333
Feature505,ID 70,20/10/2007,3315,1.73008562,Subordinate,12.83805556,10,WET,1.973333333,30.88666667
Feature506,ID 70,24/04/2007,3136,-103.6668939,Subordinate,3.598333333,4,WET,0.14,29.45
Feature507,ID 109,4/11/2007,799,64.54626686,Subordinate,3.578055556,11,WET,2.2106,31.93
Feature508,ID 109,6/11/2007,801,35.12293792,Subordinate,3.883611111,11,WET,2.0706,31.87333333
Feature509,ID 83,24/04/2007,776,-70.5132262,Subordinate,3.598333333,4,WET,0.14,29.45
Feature510,ID 15,9/11/2007,453,13.14907144,Subordinate,12.48083333,11,WET,2.0706,31.68333333
Feature511,ID 44,15/11/2007,1452,228.23765,Subordinate,2.815555556,11,WET,0.677266667,32.29
Feature512,ID 97,16/11/2007,996,40.20425862,Subordinate,12.88944444,11,WET,0.677266667,32.36
Feature513,ID 16,21/11/2007,465,54.33919281,Subordinate,3.286111111,11,WET,1.3106,33.22333333
Feature514,ID 24,8/11/2007,454,13.09732237,Subordinate,11.62111111,11,WET,2.0706,31.71
Feature515,ID 103,14/11/2007,1360,-27.80665811,Dominant,3.891388889,11,WET,1.137266667,32.10333333
Feature516,ID 33,3/11/2007,315,5.257934036,Subordinate,1.633055556,11,WET,2.2106,31.93666667
Feature517,ID 109,11/12/2007,836,37.36036814,Subordinate,4.133611111,12,WET,1.9,33.23666667
Feature518,ID 81,13/12/2007,3290,-27.89961505,Dominant,12.1925,12,WET,1.9,33.35333333
Feature519,ID 114,15/12/2007,468,115.9430712,Subordinate,0.966388889,12,WET,1.773333333,33.63333333
Feature520,ID 101,12/12/2007,655,71.30605175,Subordinate,2.196666667,12,WET,1.9,33.35333333
Feature521,ID 93,13/12/2007,1467,69.83555524,Subordinate,13.82583333,12,WET,1.9,33.35333333
Feature522,ID 115,12/12/2007,316,72.17081283,Subordinate,2.096666667,12,WET,1.9,33.35333333
Feature523,ID 114,16/12/2007,469,150.1680482,Subordinate,0.877777778,12,WET,1.773333333,33.68333333
Feature524,ID 112,29/12/2007,672,134.7631341,Subordinate,12.75944444,12,WET,2.2,33.71666667
Feature525,ID 93,29/12/2007,1483,144.6175915,Subordinate,12.75944444,12,WET,2.2,33.71666667
Feature526,ID 33,31/12/2007,373,91.87411458,Subordinate,2.305833333,12,WET,2.246666667,33.47333333
Feature527,ID 81,5/01/2008,3313,73.38967296,Dominant,3.100277778,1,WET,2.413333333,33.61333333
Feature528,ID 99,8/02/2007,530,-122.3026606,Subordinate,11.76666667,2,WET,0.34,36.9
Feature530,ID 81,3/04/2008,3402,9.528362069,Dominant,10.46805556,4,WET,1.086666667,31.09
Feature531,ID 94,3/04/2008,1501,-54.20714736,Subordinate,10.43472222,4,WET,1.086666667,31.09
